id,street_name,limits,northbound_count,southbound_count,eastbound_count,westbound_count,total_count,date_count,year,month,day
01AV019805,01 AV,PENNSYLVANIA AV - ROBINSON AV,3760,3700.0,0.0,0.0,7460,2005-03-09,2005,3,9
01AV005008,01 AV,PENNSYLVANIA AV - ROBINSON AV,4010,4030.0,0.0,0.0,8040,2008-02-27,2008,2,27
01AV024011,01 AV,PENNSYLVANIA AV - ROBINSON AV,3635,3890.0,0.0,0.0,7525,2011-03-23,2011,3,23
01AV001414,01 AV,PENNSYLVANIA AV - ROBINSON AV,4149,3633.0,0.0,0.0,7782,2014-02-11,2014,2,11
01AV113514,01 AV,PENNSYLVANIA AV - ROBINSON AV,4232,3864.0,0.0,0.0,8096,2014-08-05,2014,8,5
01AV002718,01 AV,PENNSYLVANIA AV - ROBINSON AV,4076,3639.0,0.0,0.0,7715,2018-03-15,2018,3,15
01AV008622,01 AV,PENNSYLVANIA AV - ROBINSON AV,4288,3013.0,0.0,0.0,7301,2022-03-09,2022,3,9
01AV064309,01 AV,QUINCE ST - REDWOOD ST,0,0.0,4240.0,4055.0,8295,2009-10-15,2009,10,15
01AV012908,01 AV,ROBINSON AV - UNIVERSITY AV,5610,4890.0,0.0,0.0,10500,2008-03-20,2008,3,20
01AV032011,01 AV,ROBINSON AV - UNIVERSITY AV,6850,4125.0,0.0,0.0,10975,2011-05-25,2011,5,25
01AV001514,01 AV,ROBINSON AV - UNIVERSITY AV,4837,4214.0,0.0,0.0,9051,2014-02-13,2014,2,13
01AV113414,01 AV,ROBINSON AV - UNIVERSITY AV,3781,3828.0,0.0,0.0,7609,2014-08-05,2014,8,5
01AV005821,01 AV,SD 005 SD 005 - ELM ST,3008,0.0,0.0,0.0,3008,2021-03-17,2021,3,17
01AV011607,01 AV,SD 005 ST - ELM ST,15520,0.0,0.0,0.0,15520,2007-03-13,2007,3,13
01AVC13310,01 AV,SD 005 ST - ELM ST,15890,0.0,0.0,0.0,15890,2010-03-11,2010,3,11
01AV007413,01 AV,SD 005 ST - ELM ST,16050,0.0,0.0,0.0,16050,2013-02-14,2013,2,14
01AV114414,01 AV,SD 005 ST - ELM ST,13708,0.0,0.0,0.0,13708,2014-08-05,2014,8,5
01AV117914,01 AV,SPRUCE ST - REDWOOD ST,2865,2558.0,0.0,0.0,5423,2014-10-01,2014,10,1
01AV117814,01 AV,SPRUCE ST - THORN ST,2384,2477.0,0.0,0.0,4861,2014-10-01,2014,10,1
01AV012107,01 AV,UNIVERSITY AV - WASHINGTON ST,3710,2340.0,0.0,0.0,6050,2007-03-07,2007,3,7
01AV010310,01 AV,UNIVERSITY AV - WASHINGTON ST,3270,2310.0,0.0,0.0,5580,2010-03-16,2010,3,16
01AV007513,01 AV,UNIVERSITY AV - WASHINGTON ST,3526,2448.0,0.0,0.0,5974,2013-02-07,2013,2,7
01AV006317,01 AV,UNIVERSITY AV - WASHINGTON ST,2978,2569.0,0.0,0.0,5547,2017-03-15,2017,3,15
01AV009818,01 AV,UNIVERSITY AV - WASHINGTON ST,4930,4369.0,0.0,0.0,9299,2018-03-15,2018,3,15
01AV003121,01 AV,UNIVERSITY AV - WASHINGTON ST,2740,2209.0,0.0,0.0,4949,2021-03-04,2021,3,4
01AV008405,01 AV,WASHINGTON ST - LEWIS ST,5400,0.0,0.0,0.0,5400,2005-03-30,2005,3,30
01AV013008,01 AV,WASHINGTON ST - LEWIS ST,5240,0.0,0.0,0.0,5240,2008-03-20,2008,3,20
01AV032111,01 AV,WASHINGTON ST - LEWIS ST,5305,0.0,0.0,0.0,5305,2011-05-26,2011,5,26
01AV001614,01 AV,WASHINGTON ST - LEWIS ST,4833,0.0,0.0,0.0,4833,2014-02-11,2014,2,11
01AV007018,01 AV,WASHINGTON ST - LEWIS ST,4874,0.0,0.0,0.0,4874,2018-03-13,2018,3,13
01AV012922,01 AV,WASHINGTON ST - LEWIS ST,4959,0.0,0.0,0.0,4959,2022-03-24,2022,3,24
02AV017605,02 AV,A ST - ASH ST,1070,2560.0,0.0,0.0,3630,2005-03-29,2005,3,29
02AV018308,02 AV,A ST - ASH ST,620,2470.0,0.0,0.0,3090,2008-03-27,2008,3,27
02AV035811,02 AV,A ST - ASH ST,670,2020.0,0.0,0.0,2690,2011-06-16,2011,6,16
02AV001714,02 AV,A ST - ASH ST,599,2204.0,0.0,0.0,2803,2014-02-11,2014,2,11
02AV006018,02 AV,A ST - ASH ST,617,2501.0,0.0,0.0,3118,2018-03-13,2018,3,13
02AV011922,02 AV,A ST - ASH ST,1349,2921.0,0.0,0.0,4270,2022-03-16,2022,3,16
02AV020006,02 AV,BEECH ST - CEDAR ST,830,3260.0,0.0,0.0,4090,2006-04-19,2006,4,19
02AV027409,02 AV,BEECH ST - CEDAR ST,915,3315.0,0.0,0.0,4230,2009-04-21,2009,4,21
02AV029212,02 AV,BEECH ST - CEDAR ST,749,2988.0,0.0,0.0,3737,2012-04-19,2012,4,19
02AV036415,02 AV,BEECH ST - CEDAR ST,593,2330.0,0.0,0.0,2923,2015-06-03,2015,6,3
02AV008416,02 AV,BEECH ST - CEDAR ST,665,3465.0,0.0,0.0,4130,2016-04-06,2016,4,6
02AV018307,02 AV,CEDAR ST - ELM ST,350,4830.0,0.0,0.0,5180,2007-03-13,2007,3,13
02AV015310,02 AV,CEDAR ST - ELM ST,725,3180.0,0.0,0.0,3905,2010-03-18,2010,3,18
02AV015310,02 AV,CEDAR ST - ELM ST,646,3619.0,0.0,0.0,4265,2013-03-12,2013,3,12
02AV007821,02 AV,CEDAR ST - ELM ST,283,3110.0,0.0,0.0,3393,2021-03-10,2021,3,10
03AV018407,03 AV,A ST - ASH ST,4710,0.0,0.0,0.0,4710,2007-03-13,2007,3,13
03AV015410,03 AV,A ST - ASH ST,4540,0.0,0.0,0.0,4540,2010-03-18,2010,3,18
03AV018413,03 AV,A ST - ASH ST,4259,0.0,0.0,0.0,4259,2013-03-12,2013,3,12
03AV007921,03 AV,A ST - ASH ST,3967,0.0,0.0,0.0,3967,2021-03-30,2021,3,30
03AV058507,03 AV,B ST - A ST,6550,580.0,0.0,0.0,7130,2008-01-08,2008,1,8
03AV000911,03 AV,B ST - A ST,6030,780.0,0.0,0.0,6810,2011-02-09,2011,2,9
03AV001814,03 AV,B ST - A ST,4337,1482.0,0.0,0.0,5819,2014-02-11,2014,2,11
03AV025601,03 AV,BEECH ST - CEDAR ST,2310,0.0,0.0,0.0,2310,2011-08-17,2011,8,17
03AV001914,03 AV,BEECH ST - CEDAR ST,1985,0.0,0.0,0.0,1985,2014-02-11,2014,2,11
03AV069111,03 AV,BROADWAY ST - C ST,2455,2605.0,0.0,0.0,5060,2011-08-17,2011,8,17
03AV002014,03 AV,BROADWAY ST - C ST,2022,1802.0,0.0,0.0,3824,2014-02-25,2014,2,25
03AV060407,03 AV,C ST - B ST,2240,1990.0,0.0,0.0,4230,2008-01-08,2008,1,8
03AV001011,03 AV,C ST - B ST,2375,2105.0,0.0,0.0,4480,2011-02-15,2011,2,15
03AV002114,03 AV,C ST - B ST,1182,2437.0,0.0,0.0,3619,2014-02-25,2014,2,25
03AV113214,03 AV,DATE ST - CEDAR ST,2172,0.0,0.0,0.0,2172,2014-07-08,2014,7,8
03AV053222,03 AV,ELM  ST - SD 005  ,3379,0.0,0.0,0.0,3379,2022-09-07,2022,9,7
03AV027519,03 AV,ELM  ST - SD 005 ST,4031,0.0,0.0,0.0,4031,2019-10-01,2019,10,1
03AV068811,03 AV,HAWTHORN AV - GRAPE ST,1405,255.0,0.0,0.0,1660,2011-08-30,2011,8,30
03AV002214,03 AV,HAWTHORN AV - GRAPE ST,231,1342.0,0.0,0.0,1573,2014-02-11,2014,2,11
03AV024519,03 AV,UNIVERSITY  AV - WASHINGTON  ST,1699,868.0,0.0,0.0,2567,2019-08-28,2019,8,28
03AV050422,03 AV,UNIVERSITY  AV - WASHINGTON  ST,1467,1058.0,0.0,0.0,2525,2022-08-11,2022,8,11
03AV040105,03 AV,UNIVERSITY AV - WASHINGTON ST,2500,1680.0,0.0,0.0,4180,2005-08-30,2005,8,30
03AV018908,03 AV,UNIVERSITY AV - WASHINGTON ST,2090,1640.0,0.0,0.0,3730,2008-03-27,2008,3,27
03AV035911,03 AV,UNIVERSITY AV - WASHINGTON ST,1860,1320.0,0.0,0.0,3180,2011-06-15,2011,6,15
03AV002314,03 AV,UNIVERSITY AV - WASHINGTON ST,1023,1410.0,0.0,0.0,2433,2014-02-11,2014,2,11
03AV083415,03 AV,UNIVERSITY AV - WASHINGTON ST,2074,1133.0,0.0,0.0,3207,2015-08-19,2015,8,19
04AV069311,04 AV,A ST - ASH ST,0,10990.0,0.0,0.0,10990,2011-08-17,2011,8,17
04AV002414,04 AV,A ST - ASH ST,0,7786.0,0.0,0.0,7786,2014-02-11,2014,2,11
04AV102815,04 AV,ASH ST - BEECH ST,0,10460.0,0.0,0.0,10460,2015-10-27,2015,10,27
04AV011519,04 AV,ASH ST - BEECH ST,0,12009.0,0.0,0.0,12009,2019-06-06,2019,6,6
04AV058607,04 AV,B ST - A ST,0,8570.0,0.0,0.0,8570,2008-01-08,2008,1,8
04AV018607,04 AV,BEECH ST - CEDAR ST,0,13290.0,0.0,0.0,13290,2007-03-13,2007,3,13
04AV015610,04 AV,BEECH ST - CEDAR ST,0,13760.0,0.0,0.0,13760,2010-03-17,2010,3,17
04AV018513,04 AV,BEECH ST - CEDAR ST,0,13031.0,0.0,0.0,13031,2013-03-12,2013,3,12
04AV008121,04 AV,BEECH ST - CEDAR ST,0,7052.0,0.0,0.0,7052,2021-03-10,2021,3,10
04AV037022,04 AV,BROADWAY  - C  ST,0,8174.0,0.0,0.0,8174,2022-07-26,2022,7,26
04AV045806,04 AV,BROADWAY ST - C ST,0,8830.0,0.0,0.0,8830,2006-10-09,2006,10,9
04AV063409,04 AV,BROADWAY ST - C ST,0,8280.0,0.0,0.0,8280,2009-10-08,2009,10,8
04AV063112,04 AV,BROADWAY ST - C ST,0,10430.0,0.0,0.0,10430,2012-08-07,2012,8,7
04AV042116,04 AV,BROADWAY ST - C ST,0,7159.0,0.0,0.0,7159,2016-10-25,2016,10,25
04AV046206,04 AV,C ST - B ST,0,10500.0,0.0,0.0,10500,2006-10-10,2006,10,10
04AV058707,04 AV,C ST - B ST,0,8980.0,0.0,0.0,8980,2008-01-08,2008,1,8
04AV072308,04 AV,C ST - B ST,0,10050.0,0.0,0.0,10050,2008-12-04,2008,12,4
04AV065009,04 AV,C ST - B ST,0,8790.0,0.0,0.0,8790,2009-10-06,2009,10,6
04AV063012,04 AV,C ST - B ST,0,7487.0,0.0,0.0,7487,2012-08-07,2012,8,7
04AV043716,04 AV,C ST - B ST,0,8196.0,0.0,0.0,8196,2016-10-25,2016,10,25
04AV018507,04 AV,CEDAR ST - DATE ST,0,14350.0,0.0,0.0,14350,2007-03-13,2007,3,13
04AV015510,04 AV,CEDAR ST - DATE ST,0,10255.0,0.0,0.0,10255,2010-03-17,2010,3,17
04AV018613,04 AV,CEDAR ST - DATE ST,0,12542.0,0.0,0.0,12542,2013-03-12,2013,3,12
04AV008021,04 AV,CEDAR ST - DATE ST,0,9196.0,0.0,0.0,9196,2021-03-10,2021,3,10
04AV008705,04 AV,DATE ST - ELM ST,0,12960.0,0.0,0.0,12960,2005-03-29,2005,3,29
04AV069211,04 AV,DATE ST - ELM ST,0,11090.0,0.0,0.0,11090,2011-08-17,2011,8,17
04AV002514,04 AV,DATE ST - ELM ST,0,9105.0,0.0,0.0,9105,2014-02-11,2014,2,11
04AV114714,04 AV,DATE ST - ELM ST,0,9124.0,0.0,0.0,9124,2014-08-05,2014,8,5
04AV056315,04 AV,DATE ST - ELM ST,0,9566.0,0.0,0.0,9566,2015-03-04,2015,3,4
04AV005318,04 AV,DATE ST - ELM ST,0,9805.0,0.0,0.0,9805,2018-03-13,2018,3,13
04AV011222,04 AV,DATE ST - ELM ST,0,9809.0,0.0,0.0,9809,2022-03-16,2022,3,16
04AV063509,04 AV,E ST - BROADWAY ST,0,9030.0,0.0,0.0,9030,2009-10-06,2009,10,6
04AV062812,04 AV,E ST - BROADWAY ST,0,10732.0,0.0,0.0,10732,2012-08-09,2012,8,9
04AV042216,04 AV,E ST - BROADWAY ST,0,9333.0,0.0,0.0,9333,2016-10-25,2016,10,25
04AV038922,04 AV,G  ST - F  ST,0,12757.0,0.0,0.0,12757,2022-07-28,2022,7,28
04AV058306,04 AV,G ST - F ST,0,14480.0,0.0,0.0,14480,2006-10-09,2006,10,9
04AV072408,04 AV,G ST - F ST,0,13800.0,0.0,0.0,13800,2008-12-03,2008,12,3
04AV063309,04 AV,G ST - F ST,0,14095.0,0.0,0.0,14095,2009-10-20,2009,10,20
04AV042016,04 AV,G ST - F ST,0,13209.0,0.0,0.0,13209,2016-10-25,2016,10,25
04AV013108,04 AV,GRAPE ST - HAWTHORN ST,0,7790.0,0.0,0.0,7790,2008-03-20,2008,3,20
04AV032211,04 AV,GRAPE ST - HAWTHORN ST,0,9205.0,0.0,0.0,9205,2011-05-25,2011,5,25
04AV002614,04 AV,GRAPE ST - HAWTHORN ST,0,6948.0,0.0,0.0,6948,2014-02-11,2014,2,11
04AV114614,04 AV,GRAPE ST - HAWTHORN ST,0,6223.0,0.0,0.0,6223,2014-08-05,2014,8,5
04AV056415,04 AV,GRAPE ST - HAWTHORN ST,0,6600.0,0.0,0.0,6600,2015-03-04,2015,3,4
04AV069411,04 AV,ISLAND AV - J ST,0,4925.0,0.0,0.0,4925,2011-09-01,2011,9,1
04AV002714,04 AV,ISLAND AV - J ST,0,2887.0,0.0,0.0,2887,2014-02-11,2014,2,11
04AV054619,04 AV,ISLAND AV - MARKET  AV,0,4542.0,0.0,0.0,4542,2019-12-18,2019,12,18
04AV071205,04 AV,ISLAND AV - MARKET ST,0,5100.0,0.0,0.0,5100,2005-11-15,2005,11,15
04AV062808,04 AV,ISLAND AV - MARKET ST,0,4710.0,0.0,0.0,4710,2008-12-04,2008,12,4
04AV108411,04 AV,ISLAND AV - MARKET ST,0,5680.0,0.0,0.0,5680,2011-11-17,2011,11,17
04AV002814,04 AV,ISLAND AV - MARKET ST,0,4465.0,0.0,0.0,4465,2014-02-12,2014,2,12
04AV098115,04 AV,ISLAND AV - MARKET ST,0,4176.0,0.0,0.0,4176,2015-11-18,2015,11,18
04AV011707,04 AV,JUNIPER ST - KALMIA ST,0,7400.0,0.0,0.0,7400,2007-03-13,2007,3,13
04AV013410,04 AV,JUNIPER ST - KALMIA ST,0,8095.0,0.0,0.0,8095,2010-03-18,2010,3,18
04AV018713,04 AV,JUNIPER ST - KALMIA ST,0,7942.0,0.0,0.0,7942,2013-03-12,2013,3,12
04AV114514,04 AV,JUNIPER ST - KALMIA ST,0,6934.0,0.0,0.0,6934,2014-08-05,2014,8,5
04AV056515,04 AV,JUNIPER ST - KALMIA ST,0,7314.0,0.0,0.0,7314,2015-03-04,2015,3,4
04AV005921,04 AV,JUNIPER ST - KALMIA ST,0,3998.0,0.0,0.0,3998,2021-03-30,2021,3,30
04AV031821,04 AV,LAUREL ST - WASHINGTON ST,0,6773.0,0.0,0.0,6773,2021-07-27,2021,7,27
04AV046106,04 AV,MARKET ST - G ST,0,11990.0,0.0,0.0,11990,2006-10-09,2006,10,9
04AV063609,04 AV,MARKET ST - G ST,0,9335.0,0.0,0.0,9335,2009-10-06,2009,10,6
04AV062912,04 AV,MARKET ST - G ST,0,11687.0,0.0,0.0,11687,2012-08-07,2012,8,7
04AV042316,04 AV,MARKET ST - G ST,0,10923.0,0.0,0.0,10923,2016-10-20,2016,10,20
04AV117714,04 AV,PALM ST - QUINCE ST,0,6616.0,0.0,0.0,6616,2014-10-01,2014,10,1
04AV117514,04 AV,PENNSYLVANIA AV - BROOKES AV,0,6633.0,0.0,0.0,6633,2014-10-01,2014,10,1
04AV008805,04 AV,PENNSYLVANIA AV - ROBINSON AV,0,8980.0,0.0,0.0,8980,2005-03-29,2005,3,29
04AV013308,04 AV,PENNSYLVANIA AV - ROBINSON AV,0,6730.0,0.0,0.0,6730,2008-03-20,2008,3,20
04AV032411,04 AV,PENNSYLVANIA AV - ROBINSON AV,0,7515.0,0.0,0.0,7515,2011-05-26,2011,5,26
04AV002914,04 AV,PENNSYLVANIA AV - ROBINSON AV,0,6562.0,0.0,0.0,6562,2014-02-11,2014,2,11
04AV113714,04 AV,PENNSYLVANIA AV - ROBINSON AV,0,6231.0,0.0,0.0,6231,2014-08-05,2014,8,5
04AV005418,04 AV,PENNSYLVANIA AV - ROBINSON AV,0,6871.0,0.0,0.0,6871,2018-03-13,2018,3,13
04AV011322,04 AV,PENNSYLVANIA AV - ROBINSON AV,0,4571.0,0.0,0.0,4571,2022-03-16,2022,3,16
04AV117614,04 AV,QUINCE ST - REDWOOD ST,0,6423.0,0.0,0.0,6423,2014-10-01,2014,10,1
04AV011807,04 AV,ROBINSON AV - UNIVERSITY AV,0,9520.0,0.0,0.0,9520,2007-03-07,2007,3,7
04AV010410,04 AV,ROBINSON AV - UNIVERSITY AV,0,10565.0,0.0,0.0,10565,2010-03-10,2010,3,10
04AV007613,04 AV,ROBINSON AV - UNIVERSITY AV,0,9767.0,0.0,0.0,9767,2013-02-21,2013,2,21
04AV113614,04 AV,ROBINSON AV - UNIVERSITY AV,0,8296.0,0.0,0.0,8296,2014-08-05,2014,8,5
04AV003221,04 AV,ROBINSON AV - UNIVERSITY AV,0,5479.0,0.0,0.0,5479,2021-03-04,2021,3,4
04AV040422,04 AV,SD 005   - LAUREL  ST,0,4817.0,0.0,0.0,4817,2022-08-10,2022,8,10
04AV016206,04 AV,UNIVERSITY AV - WASHINGTON ST,0,10410.0,0.0,0.0,10410,2006-03-22,2006,3,22
04AV016909,04 AV,UNIVERSITY AV - WASHINGTON ST,0,8580.0,0.0,0.0,8580,2009-03-24,2009,3,24
04AV019112,04 AV,UNIVERSITY AV - WASHINGTON ST,0,8297.0,0.0,0.0,8297,2012-03-27,2012,3,27
04AV029515,04 AV,UNIVERSITY AV - WASHINGTON ST,0,5871.0,0.0,0.0,5871,2015-05-14,2015,5,14
04AV004516,04 AV,UNIVERSITY AV - WASHINGTON ST,0,7422.0,0.0,0.0,7422,2016-03-10,2016,3,10
04AV009220,04 AV,UNIVERSITY AV - WASHINGTON ST,0,7556.0,0.0,0.0,7556,2020-03-11,2020,3,11
04AV008605,04 AV,WASHINGTON ST - 05 AV,2250,11720.0,0.0,0.0,13970,2005-03-29,2005,3,29
04AV013208,04 AV,WASHINGTON ST - 05 AV,1540,10850.0,0.0,0.0,12390,2008-03-20,2008,3,20
04AV032311,04 AV,WASHINGTON ST - 05 AV,7165,10585.0,0.0,0.0,17750,2011-05-26,2011,5,26
04AV003014,04 AV,WASHINGTON ST - 05 AV,2127,8416.0,0.0,0.0,10543,2014-02-11,2014,2,11
04AV005218,04 AV,WASHINGTON ST - 05 AV,2784,8889.0,0.0,0.0,11673,2018-03-13,2018,3,13
04AV011122,04 AV,WASHINGTON ST - 5 AV,3740,8456.0,0.0,0.0,12196,2022-03-16,2022,3,16
05AV020106,05 AV,A ST - ASH ST,13280,0.0,0.0,0.0,13280,2006-04-19,2006,4,19
05AV027709,05 AV,A ST - ASH ST,11370,0.0,0.0,0.0,11370,2009-04-21,2009,4,21
05AV029312,05 AV,A ST - ASH ST,12115,0.0,0.0,0.0,12115,2012-04-24,2012,4,24
05AV038415,05 AV,A ST - ASH ST,11270,0.0,0.0,0.0,11270,2015-07-15,2015,7,15
05AV038415,05 AV,A ST - ASH ST,11270,0.0,0.0,0.0,11270,2015-07-15,2015,7,15
05AV008516,05 AV,A ST - ASH ST,13512,0.0,0.0,0.0,13512,2016-04-06,2016,4,6
05AV047506,05 AV,B ST - A ST,10000,0.0,0.0,0.0,10000,2006-10-09,2006,10,9
05AV063909,05 AV,B ST - A ST,12635,0.0,0.0,0.0,12635,2009-10-21,2009,10,21
05AV042616,05 AV,B ST - A ST,11670,0.0,0.0,0.0,11670,2016-10-25,2016,10,25
05AV018707,05 AV,BEECH ST - CEDAR ST,11760,0.0,0.0,0.0,11760,2007-03-13,2007,3,13
05AV015710,05 AV,BEECH ST - CEDAR ST,11510,0.0,0.0,0.0,11510,2010-03-17,2010,3,17
05AV018813,05 AV,BEECH ST - CEDAR ST,10870,0.0,0.0,0.0,10870,2013-03-12,2013,3,12
05AV008221,05 AV,BEECH ST - CEDAR ST,5089,0.0,0.0,0.0,5089,2021-03-10,2021,3,10
05AV059807,05 AV,BROADWAY ST - C ST,7140,0.0,0.0,0.0,7140,2008-01-08,2008,1,8
05AV012022,05 AV,CEDAR ST - SD 005  ,20704,0.0,0.0,0.0,20704,2022-03-22,2022,3,22
05AV017705,05 AV,CEDAR ST - SD 005 ST,23430,0.0,0.0,0.0,23430,2005-03-29,2005,3,29
05AV006118,05 AV,CEDAR ST - SD 005 ST,22129,0.0,0.0,0.0,22129,2018-03-13,2018,3,13
05AV047406,05 AV,F ST - E ST,12250,0.0,0.0,0.0,12250,2006-10-09,2006,10,9
05AV063809,05 AV,F ST - E ST,11960,0.0,0.0,0.0,11960,2009-10-06,2009,10,6
05AV063312,05 AV,F ST - E ST,12056,0.0,0.0,0.0,12056,2012-08-07,2012,8,7
05AV042516,05 AV,F ST - E ST,11703,0.0,0.0,0.0,11703,2016-10-25,2016,10,25
05AV012405,05 AV,FIR ST - GRAPE ST,12090,0.0,0.0,0.0,12090,2005-03-29,2005,3,29
